25-01-2025 11:36:42.519 [background-preinit] INFO  [Version.java:21] o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 8.0.1.Final
25-01-2025 12:09:21.670 [restartedMain] INFO  [TomcatWebServer.java:243] o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port 9098 (http) with context path '/'
25-01-2025 12:09:21.681 [restartedMain] INFO  [StartupInfoLogger.java:56] c.g.biblioteca.BibliotecaApplication.logStarted - Started BibliotecaApplication in 8.039 seconds (process running for 8.568)
25-01-2025 12:09:23.946 [http-nio-9098-exec-1] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-01-2025 12:09:23.946 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:532] o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
25-01-2025 12:09:23.948 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:554] o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 1 ms
25-01-2025 12:09:23.977 [http-nio-9098-exec-1] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /swagger-ui/index.html
25-01-2025 12:09:24.627 [http-nio-9098-exec-2] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /favicon.ico
25-01-2025 12:09:25.689 [http-nio-9098-exec-3] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /swagger-ui/index.html
25-01-2025 12:09:25.822 [http-nio-9098-exec-4] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /favicon.ico
25-01-2025 12:09:26.380 [http-nio-9098-exec-5] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /swagger-ui/index.html
25-01-2025 12:09:26.502 [http-nio-9098-exec-6] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /favicon.ico
25-01-2025 12:09:26.958 [http-nio-9098-exec-7] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /swagger-ui/index.html
25-01-2025 12:09:27.059 [http-nio-9098-exec-8] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /favicon.ico
25-01-2025 12:09:36.611 [http-nio-9098-exec-9] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /swagger-ui/index.html
25-01-2025 12:09:36.738 [http-nio-9098-exec-10] WARN  [DispatcherServlet.java:1301] o.s.web.servlet.PageNotFound.noHandlerFound - No mapping for GET /favicon.ico
25-01-2025 12:09:46.294 [SpringApplicationShutdownHook] INFO  [AbstractEntityManagerFactoryBean.java:650] o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:09:58.373 [background-preinit] INFO  [Version.java:21] o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 8.0.1.Final
25-01-2025 12:09:58.435 [restartedMain] INFO  [StartupInfoLogger.java:50] c.g.biblioteca.BibliotecaApplication.logStarting - Starting BibliotecaApplication using Java 17.0.8.1 with PID 11520 (D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend\target\classes started by steve in D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend)
25-01-2025 12:09:58.436 [restartedMain] INFO  [SpringApplication.java:654] c.g.biblioteca.BibliotecaApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
25-01-2025 12:09:58.497 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.restart.ChangeableUrls.logTo - The Class-Path manifest attribute in C:\Users\steve\.m2\repository\com\oracle\database\jdbc\ojdbc11\21.9.0.0\ojdbc11-21.9.0.0.jar referenced one or more files that do not exist: file:/C:/Users/steve/.m2/repository/com/oracle/database/jdbc/ojdbc11/21.9.0.0/oraclepki.jar
25-01-2025 12:09:58.497 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
25-01-2025 12:09:58.497 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
25-01-2025 12:09:59.648 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:143] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
25-01-2025 12:09:59.726 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:211] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 70 ms. Found 3 JPA repository interfaces.
25-01-2025 12:10:00.997 [restartedMain] INFO  [TomcatWebServer.java:111] o.s.b.w.e.tomcat.TomcatWebServer.initialize - Tomcat initialized with port 9098 (http)
25-01-2025 12:10:01.030 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Initializing ProtocolHandler ["http-nio-9098"]
25-01-2025 12:10:01.037 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardService.log - Starting service [Tomcat]
25-01-2025 12:10:01.037 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardEngine.log - Starting Servlet engine: [Apache Tomcat/10.1.28]
25-01-2025 12:10:01.120 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring embedded WebApplicationContext
25-01-2025 12:10:01.123 [restartedMain] INFO  [ServletWebServerApplicationContext.java:296] o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 2623 ms
25-01-2025 12:10:01.491 [restartedMain] INFO  [H2ConsoleAutoConfiguration.java:88] o.s.b.a.h.H2ConsoleAutoConfiguration.logDataSources - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
25-01-2025 12:10:01.802 [restartedMain] INFO  [LogHelper.java:31] o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation - HHH000204: Processing PersistenceUnitInfo [name: default]
25-01-2025 12:10:01.884 [restartedMain] INFO  [Version.java:44] org.hibernate.Version.logVersion - HHH000412: Hibernate ORM core version 6.5.2.Final
25-01-2025 12:10:01.932 [restartedMain] INFO  [RegionFactoryInitiator.java:50] o.h.c.i.RegionFactoryInitiator.initiateService - HHH000026: Second-level cache disabled
25-01-2025 12:10:02.466 [restartedMain] INFO  [SpringPersistenceUnitInfo.java:87] o.s.o.j.p.SpringPersistenceUnitInfo.addTransformer - No LoadTimeWeaver setup: ignoring JPA class transformer
25-01-2025 12:10:03.659 [restartedMain] INFO  [JtaPlatformInitiator.java:59] o.h.e.t.j.p.i.JtaPlatformInitiator.initiateService - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
25-01-2025 12:10:03.708 [restartedMain] INFO  [AbstractEntityManagerFactoryBean.java:437] o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory - Initialized JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:10:04.806 [restartedMain] WARN  [JpaBaseConfiguration.java:236] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
25-01-2025 12:10:05.769 [restartedMain] INFO  [OptionalLiveReloadServer.java:59] o.s.b.d.a.OptionalLiveReloadServer.startServer - LiveReload server is running on port 35729
25-01-2025 12:10:05.818 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Starting ProtocolHandler ["http-nio-9098"]
25-01-2025 12:10:05.847 [restartedMain] INFO  [TomcatWebServer.java:243] o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port 9098 (http) with context path '/'
25-01-2025 12:10:05.859 [restartedMain] INFO  [StartupInfoLogger.java:56] c.g.biblioteca.BibliotecaApplication.logStarted - Started BibliotecaApplication in 8.019 seconds (process running for 8.559)
25-01-2025 12:10:11.035 [http-nio-9098-exec-1] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-01-2025 12:10:11.036 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:532] o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
25-01-2025 12:10:11.040 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:554] o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 3 ms
25-01-2025 12:10:12.107 [http-nio-9098-exec-9] INFO  [AbstractOpenApiResource.java:387] o.s.api.AbstractOpenApiResource.getOpenApi - Init duration for springdoc-openapi is: 520 ms
25-01-2025 12:22:22.531 [SpringApplicationShutdownHook] INFO  [AbstractEntityManagerFactoryBean.java:650] o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:22:36.745 [background-preinit] INFO  [Version.java:21] o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 8.0.1.Final
25-01-2025 12:22:36.807 [restartedMain] INFO  [StartupInfoLogger.java:50] c.g.biblioteca.BibliotecaApplication.logStarting - Starting BibliotecaApplication using Java 17.0.8.1 with PID 2592 (D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend\target\classes started by steve in D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend)
25-01-2025 12:22:36.808 [restartedMain] INFO  [SpringApplication.java:654] c.g.biblioteca.BibliotecaApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
25-01-2025 12:22:36.864 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.restart.ChangeableUrls.logTo - The Class-Path manifest attribute in C:\Users\steve\.m2\repository\com\oracle\database\jdbc\ojdbc11\21.9.0.0\ojdbc11-21.9.0.0.jar referenced one or more files that do not exist: file:/C:/Users/steve/.m2/repository/com/oracle/database/jdbc/ojdbc11/21.9.0.0/oraclepki.jar
25-01-2025 12:22:36.865 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
25-01-2025 12:22:36.865 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
25-01-2025 12:22:38.131 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:143] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
25-01-2025 12:22:38.204 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:211] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 65 ms. Found 3 JPA repository interfaces.
25-01-2025 12:22:39.566 [restartedMain] INFO  [TomcatWebServer.java:111] o.s.b.w.e.tomcat.TomcatWebServer.initialize - Tomcat initialized with port 9098 (http)
25-01-2025 12:22:39.582 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Initializing ProtocolHandler ["http-nio-9098"]
25-01-2025 12:22:39.587 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardService.log - Starting service [Tomcat]
25-01-2025 12:22:39.587 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardEngine.log - Starting Servlet engine: [Apache Tomcat/10.1.28]
25-01-2025 12:22:39.675 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring embedded WebApplicationContext
25-01-2025 12:22:39.678 [restartedMain] INFO  [ServletWebServerApplicationContext.java:296] o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 2810 ms
25-01-2025 12:22:40.047 [restartedMain] INFO  [H2ConsoleAutoConfiguration.java:88] o.s.b.a.h.H2ConsoleAutoConfiguration.logDataSources - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
25-01-2025 12:22:40.324 [restartedMain] INFO  [LogHelper.java:31] o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation - HHH000204: Processing PersistenceUnitInfo [name: default]
25-01-2025 12:22:40.436 [restartedMain] INFO  [Version.java:44] org.hibernate.Version.logVersion - HHH000412: Hibernate ORM core version 6.5.2.Final
25-01-2025 12:22:40.487 [restartedMain] INFO  [RegionFactoryInitiator.java:50] o.h.c.i.RegionFactoryInitiator.initiateService - HHH000026: Second-level cache disabled
25-01-2025 12:22:41.035 [restartedMain] INFO  [SpringPersistenceUnitInfo.java:87] o.s.o.j.p.SpringPersistenceUnitInfo.addTransformer - No LoadTimeWeaver setup: ignoring JPA class transformer
25-01-2025 12:22:42.247 [restartedMain] INFO  [JtaPlatformInitiator.java:59] o.h.e.t.j.p.i.JtaPlatformInitiator.initiateService - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
25-01-2025 12:22:42.288 [restartedMain] INFO  [AbstractEntityManagerFactoryBean.java:437] o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory - Initialized JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:22:43.401 [restartedMain] WARN  [JpaBaseConfiguration.java:236] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
25-01-2025 12:22:44.551 [restartedMain] INFO  [OptionalLiveReloadServer.java:59] o.s.b.d.a.OptionalLiveReloadServer.startServer - LiveReload server is running on port 35729
25-01-2025 12:22:44.610 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Starting ProtocolHandler ["http-nio-9098"]
25-01-2025 12:22:44.643 [restartedMain] INFO  [TomcatWebServer.java:243] o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port 9098 (http) with context path '/'
25-01-2025 12:22:44.655 [restartedMain] INFO  [StartupInfoLogger.java:56] c.g.biblioteca.BibliotecaApplication.logStarted - Started BibliotecaApplication in 8.429 seconds (process running for 8.983)
25-01-2025 12:23:41.131 [http-nio-9098-exec-1] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-01-2025 12:23:41.133 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:532] o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
25-01-2025 12:23:41.135 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:554] o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 2 ms
25-01-2025 12:23:42.467 [http-nio-9098-exec-9] INFO  [AbstractOpenApiResource.java:387] o.s.api.AbstractOpenApiResource.getOpenApi - Init duration for springdoc-openapi is: 664 ms
25-01-2025 12:24:33.533 [http-nio-9098-exec-10] INFO  [ControllerAspect.java:21] c.g.biblioteca.aop.ControllerAspect.around - Inicia llamada a método: obtenerAutor en el controlador: AutorController con parametros: [1]
25-01-2025 12:24:33.707 [http-nio-9098-exec-10] INFO  [ControllerAspect.java:24] c.g.biblioteca.aop.ControllerAspect.around - Fin llamada a método: obtenerAutor en el controlador: AutorController
25-01-2025 12:30:52.128 [SpringApplicationShutdownHook] INFO  [AbstractEntityManagerFactoryBean.java:650] o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:31:05.284 [background-preinit] INFO  [Version.java:21] o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 8.0.1.Final
25-01-2025 12:31:05.350 [restartedMain] INFO  [StartupInfoLogger.java:50] c.g.biblioteca.BibliotecaApplication.logStarting - Starting BibliotecaApplication using Java 17.0.8.1 with PID 21528 (D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend\target\classes started by steve in D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend)
25-01-2025 12:31:05.350 [restartedMain] INFO  [SpringApplication.java:654] c.g.biblioteca.BibliotecaApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
25-01-2025 12:31:05.412 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.restart.ChangeableUrls.logTo - The Class-Path manifest attribute in C:\Users\steve\.m2\repository\com\oracle\database\jdbc\ojdbc11\21.9.0.0\ojdbc11-21.9.0.0.jar referenced one or more files that do not exist: file:/C:/Users/steve/.m2/repository/com/oracle/database/jdbc/ojdbc11/21.9.0.0/oraclepki.jar
25-01-2025 12:31:05.412 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
25-01-2025 12:31:05.412 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
25-01-2025 12:31:06.631 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:143] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
25-01-2025 12:31:06.695 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:211] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 63 ms. Found 3 JPA repository interfaces.
25-01-2025 12:31:08.008 [restartedMain] INFO  [TomcatWebServer.java:111] o.s.b.w.e.tomcat.TomcatWebServer.initialize - Tomcat initialized with port 9098 (http)
25-01-2025 12:31:08.024 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Initializing ProtocolHandler ["http-nio-9098"]
25-01-2025 12:31:08.024 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardService.log - Starting service [Tomcat]
25-01-2025 12:31:08.024 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardEngine.log - Starting Servlet engine: [Apache Tomcat/10.1.28]
25-01-2025 12:31:08.136 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring embedded WebApplicationContext
25-01-2025 12:31:08.154 [restartedMain] INFO  [ServletWebServerApplicationContext.java:296] o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 2739 ms
25-01-2025 12:31:08.516 [restartedMain] INFO  [H2ConsoleAutoConfiguration.java:88] o.s.b.a.h.H2ConsoleAutoConfiguration.logDataSources - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
25-01-2025 12:31:08.769 [restartedMain] INFO  [LogHelper.java:31] o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation - HHH000204: Processing PersistenceUnitInfo [name: default]
25-01-2025 12:31:08.863 [restartedMain] INFO  [Version.java:44] org.hibernate.Version.logVersion - HHH000412: Hibernate ORM core version 6.5.2.Final
25-01-2025 12:31:08.911 [restartedMain] INFO  [RegionFactoryInitiator.java:50] o.h.c.i.RegionFactoryInitiator.initiateService - HHH000026: Second-level cache disabled
25-01-2025 12:31:09.387 [restartedMain] INFO  [SpringPersistenceUnitInfo.java:87] o.s.o.j.p.SpringPersistenceUnitInfo.addTransformer - No LoadTimeWeaver setup: ignoring JPA class transformer
25-01-2025 12:31:10.636 [restartedMain] INFO  [JtaPlatformInitiator.java:59] o.h.e.t.j.p.i.JtaPlatformInitiator.initiateService - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
25-01-2025 12:31:10.684 [restartedMain] INFO  [AbstractEntityManagerFactoryBean.java:437] o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory - Initialized JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:31:11.768 [restartedMain] WARN  [JpaBaseConfiguration.java:236] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
25-01-2025 12:31:12.888 [restartedMain] INFO  [OptionalLiveReloadServer.java:59] o.s.b.d.a.OptionalLiveReloadServer.startServer - LiveReload server is running on port 35729
25-01-2025 12:31:12.931 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Starting ProtocolHandler ["http-nio-9098"]
25-01-2025 12:31:12.958 [restartedMain] INFO  [TomcatWebServer.java:243] o.s.b.w.e.tomcat.TomcatWebServer.start - Tomcat started on port 9098 (http) with context path '/'
25-01-2025 12:31:12.971 [restartedMain] INFO  [StartupInfoLogger.java:56] c.g.biblioteca.BibliotecaApplication.logStarted - Started BibliotecaApplication in 8.219 seconds (process running for 8.771)
25-01-2025 12:31:38.330 [http-nio-9098-exec-1] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring DispatcherServlet 'dispatcherServlet'
25-01-2025 12:31:38.333 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:532] o.s.web.servlet.DispatcherServlet.initServletBean - Initializing Servlet 'dispatcherServlet'
25-01-2025 12:31:38.345 [http-nio-9098-exec-1] INFO  [FrameworkServlet.java:554] o.s.web.servlet.DispatcherServlet.initServletBean - Completed initialization in 11 ms
25-01-2025 12:31:39.671 [http-nio-9098-exec-9] INFO  [AbstractOpenApiResource.java:387] o.s.api.AbstractOpenApiResource.getOpenApi - Init duration for springdoc-openapi is: 666 ms
25-01-2025 12:31:53.777 [http-nio-9098-exec-10] INFO  [ControllerAspect.java:21] c.g.biblioteca.aop.ControllerAspect.around - Inicia llamada a método: obtenerAutor en el controlador: AutorController con parametros: [2323]
25-01-2025 12:31:53.884 [http-nio-9098-exec-10] INFO  [ControllerAspect.java:24] c.g.biblioteca.aop.ControllerAspect.around - Fin llamada a método: obtenerAutor en el controlador: AutorController
25-01-2025 12:32:52.911 [SpringApplicationShutdownHook] INFO  [AbstractEntityManagerFactoryBean.java:650] o.s.o.j.LocalContainerEntityManagerFactoryBean.destroy - Closing JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:33:05.284 [background-preinit] INFO  [Version.java:21] o.h.validator.internal.util.Version.<clinit> - HV000001: Hibernate Validator 8.0.1.Final
25-01-2025 12:33:05.345 [restartedMain] INFO  [StartupInfoLogger.java:50] c.g.biblioteca.BibliotecaApplication.logStarting - Starting BibliotecaApplication using Java 17.0.8.1 with PID 14968 (D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend\target\classes started by steve in D:\Programacion\Proyectos\Growby\sistema-biblioteca-backend)
25-01-2025 12:33:05.346 [restartedMain] INFO  [SpringApplication.java:654] c.g.biblioteca.BibliotecaApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
25-01-2025 12:33:05.409 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.restart.ChangeableUrls.logTo - The Class-Path manifest attribute in C:\Users\steve\.m2\repository\com\oracle\database\jdbc\ojdbc11\21.9.0.0\ojdbc11-21.9.0.0.jar referenced one or more files that do not exist: file:/C:/Users/steve/.m2/repository/com/oracle/database/jdbc/ojdbc11/21.9.0.0/oraclepki.jar
25-01-2025 12:33:05.409 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
25-01-2025 12:33:05.409 [restartedMain] INFO  [DeferredLog.java:252] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor.logTo - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
25-01-2025 12:33:06.626 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:143] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
25-01-2025 12:33:06.704 [restartedMain] INFO  [RepositoryConfigurationDelegate.java:211] o.s.d.r.c.RepositoryConfigurationDelegate.registerRepositoriesIn - Finished Spring Data repository scanning in 70 ms. Found 3 JPA repository interfaces.
25-01-2025 12:33:08.084 [restartedMain] INFO  [TomcatWebServer.java:111] o.s.b.w.e.tomcat.TomcatWebServer.initialize - Tomcat initialized with port 9098 (http)
25-01-2025 12:33:08.100 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.coyote.http11.Http11NioProtocol.log - Initializing ProtocolHandler ["http-nio-9098"]
25-01-2025 12:33:08.105 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardService.log - Starting service [Tomcat]
25-01-2025 12:33:08.106 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.catalina.core.StandardEngine.log - Starting Servlet engine: [Apache Tomcat/10.1.28]
25-01-2025 12:33:08.197 [restartedMain] INFO  [DirectJDKLog.java:173] o.a.c.c.C.[Tomcat].[localhost].[/].log - Initializing Spring embedded WebApplicationContext
25-01-2025 12:33:08.200 [restartedMain] INFO  [ServletWebServerApplicationContext.java:296] o.s.b.w.s.c.ServletWebServerApplicationContext.prepareWebApplicationContext - Root WebApplicationContext: initialization completed in 2787 ms
25-01-2025 12:33:08.643 [restartedMain] INFO  [H2ConsoleAutoConfiguration.java:88] o.s.b.a.h.H2ConsoleAutoConfiguration.logDataSources - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
25-01-2025 12:33:08.962 [restartedMain] INFO  [LogHelper.java:31] o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation - HHH000204: Processing PersistenceUnitInfo [name: default]
25-01-2025 12:33:09.069 [restartedMain] INFO  [Version.java:44] org.hibernate.Version.logVersion - HHH000412: Hibernate ORM core version 6.5.2.Final
25-01-2025 12:33:09.126 [restartedMain] INFO  [RegionFactoryInitiator.java:50] o.h.c.i.RegionFactoryInitiator.initiateService - HHH000026: Second-level cache disabled
25-01-2025 12:33:09.555 [restartedMain] INFO  [SpringPersistenceUnitInfo.java:87] o.s.o.j.p.SpringPersistenceUnitInfo.addTransformer - No LoadTimeWeaver setup: ignoring JPA class transformer
25-01-2025 12:33:10.716 [restartedMain] INFO  [JtaPlatformInitiator.java:59] o.h.e.t.j.p.i.JtaPlatformInitiator.initiateService - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
25-01-2025 12:33:10.757 [restartedMain] INFO  [AbstractEntityManagerFactoryBean.java:437] o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory - Initialized JPA EntityManagerFactory for persistence unit 'default'
25-01-2025 12:33:11.817 [restartedMain] WARN  [JpaBaseConfiguration.java:236] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
